VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2016-03-10 09:35:56,2016-03-10 09:55:26,5,1.97,-73.99031066894531,40.73136138916016,1,N,-73.98725891113281,40.75288009643555,1,13.5,0.0,0.5,0.0,0.0,0.3,14.3
2,2016-03-10 09:35:56,2016-03-10 10:10:57,1,5.05,-73.97984313964845,40.74324035644531,1,N,-73.92179870605469,40.760929107666016,2,24.0,0.0,0.5,0.0,0.0,0.3,24.8
2,2016-03-10 09:35:57,2016-03-10 09:52:53,2,2.1,-73.99102783203125,40.75006866455078,1,N,-73.96898651123048,40.76441955566406,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
2,2016-03-10 09:35:58,2016-03-10 09:41:01,1,0.93,-73.95426177978516,40.78139114379882,1,N,-73.96077728271484,40.76979064941406,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2016-03-10 09:35:58,2016-03-10 09:50:36,1,1.75,-73.99385070800781,40.73271179199219,1,N,-73.97840118408203,40.75117874145508,1,10.5,0.0,0.5,2.0,0.0,0.3,13.3
2,2016-03-10 09:35:58,2016-03-10 09:50:47,6,1.68,-73.9544677734375,40.78408050537109,1,N,-73.97042083740233,40.76485061645508,2,11.0,0.0,0.5,0.0,0.0,0.3,11.8
2,2016-03-10 09:35:58,2016-03-10 09:42:52,5,1.67,-73.9599380493164,40.80086517333984,1,N,-73.97553253173827,40.782020568847656,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
2,2016-03-10 09:35:58,2016-03-10 09:40:54,2,0.96,-73.98655700683594,40.75022888183594,1,N,-73.9794921875,40.76134490966797,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-03-10 09:35:58,2016-03-10 09:46:17,1,1.74,-73.99140930175781,40.74985122680664,1,N,-74.00845336914062,40.73107147216797,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,2016-03-10 09:35:59,2016-03-10 09:45:26,1,1.13,-73.97232818603516,40.759521484375,1,N,-73.96163940429686,40.774051666259766,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
2,2016-03-10 09:35:59,2016-03-10 09:53:11,1,3.18,-73.95976257324217,40.76588821411133,1,N,-73.98463439941406,40.7364616394043,1,14.5,0.0,0.5,3.06,0.0,0.3,18.36
2,2016-03-10 09:35:59,2016-03-10 09:50:33,5,2.09,-73.98486328125,40.75918960571289,1,N,-74.00768280029298,40.751590728759766,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
2,2016-03-10 09:35:59,2016-03-10 09:40:18,1,0.75,-73.97215270996092,40.79653549194336,1,N,-73.97042846679686,40.7889518737793,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25
2,2016-03-10 09:36:00,2016-03-10 09:56:52,5,1.79,-73.96240997314453,40.77272415161133,1,N,-73.98020935058595,40.76054382324219,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16
2,2016-03-10 09:36:00,2016-03-10 09:46:08,1,2.12,-73.97027587890625,40.76212692260742,1,N,-73.96217346191406,40.754981994628906,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
2,2016-03-10 09:36:01,2016-03-10 09:54:31,1,1.65,-73.97789001464844,40.745918273925774,1,N,-73.9815902709961,40.76232147216797,1,12.5,0.0,0.5,2.0,0.0,0.3,15.3
2,2016-03-10 09:36:01,2016-03-10 09:55:12,1,2.49,-74.00506591796875,40.72014236450195,1,N,-73.98361206054686,40.74689102172852,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8
2,2016-03-10 09:36:01,2016-03-10 09:49:40,1,6.85,-73.94978332519531,40.77210235595703,1,N,-74.01262664794923,40.70172882080078,1,20.5,0.0,0.5,2.0,0.0,0.3,23.3
2,2016-03-10 09:36:01,2016-03-10 09:52:14,1,2.41,-74.00832366943358,40.71072006225586,1,N,-74.00150299072266,40.7412109375,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36
2,2016-03-10 09:36:01,2016-03-10 09:47:36,2,1.82,-73.98461151123048,40.751800537109375,1,N,-73.97728729248048,40.73381042480469,1,9.5,0.0,0.5,1.0,0.0,0.3,11.3
2,2016-03-10 09:36:02,2016-03-10 09:43:45,1,1.0,-73.98854064941406,40.745723724365234,1,N,-73.9921875,40.7336311340332,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,2016-03-10 09:36:02,2016-03-10 09:43:27,2,0.66,-73.9453125,40.77521896362305,1,N,-73.95236206054686,40.78070068359375,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8
2,2016-03-10 09:36:02,2016-03-10 09:42:10,1,1.43,-73.95822143554686,40.7606201171875,1,N,-73.97382354736328,40.75350189208984,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8
2,2016-03-10 09:36:02,2016-03-10 09:46:01,6,1.06,-73.9750747680664,40.75206756591797,1,N,-73.98683166503906,40.74356842041016,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8
2,2016-03-10 09:36:02,2016-03-10 09:47:31,2,2.63,-73.96221160888672,40.76630401611328,1,N,-73.94149780273438,40.798583984375,1,10.5,0.0,0.5,1.5,0.0,0.3,12.8
2,2016-03-10 09:36:03,2016-03-10 09:48:03,2,2.84,-73.95088958740233,40.774696350097656,1,N,-73.97242736816406,40.75076675415039,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76
2,2016-03-10 09:36:03,2016-03-10 09:46:44,1,1.36,-73.98089599609375,40.73234558105469,1,N,-74.01280975341797,40.70219039916992,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
2,2016-03-10 09:36:04,2016-03-10 09:52:06,4,1.91,-74.00393676757811,40.720748901367195,1,N,-74.01495361328125,40.70486068725586,2,12.0,0.0,0.5,0.0,0.0,0.3,12.8
2,2016-03-10 09:36:04,2016-03-10 09:50:22,1,1.03,-73.99635314941406,40.76332473754882,1,N,-73.980224609375,40.75537109375,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96
2,2016-03-10 09:36:04,2016-03-10 09:44:10,1,0.9,-73.9720458984375,40.75985336303711,1,N,-73.96259307861328,40.76709365844727,1,7.0,0.0,0.5,1.95,0.0,0.3,9.75
2,2016-03-10 09:36:04,2016-03-10 09:43:46,6,4.5,-73.99093627929686,40.7701416015625,1,N,-73.9635009765625,40.81045150756836,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76
2,2016-03-10 09:36:05,2016-03-10 09:41:51,2,0.78,-73.98562622070312,40.76177597045898,1,N,-73.97428131103516,40.75960540771485,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-03-10 09:36:05,2016-03-10 09:38:54,1,0.0,-73.93717193603516,40.76499938964844,1,N,-73.93708801269531,40.76488876342773,1,3.5,0.0,0.5,0.0,0.0,0.3,4.3
2,2016-03-10 09:36:06,2016-03-10 09:47:30,1,1.04,-73.96028900146483,40.77054977416992,1,N,-73.9718017578125,40.762088775634766,1,8.5,0.0,0.5,2.32,0.0,0.3,11.62
2,2016-03-10 09:36:06,2016-03-10 09:51:40,4,2.83,-73.96333312988281,40.77165603637695,1,N,-73.96988677978516,40.79975509643555,1,13.0,0.0,0.5,3.45,0.0,0.3,17.25
2,2016-03-10 09:36:07,2016-03-10 09:57:59,1,4.28,-73.989501953125,40.75872039794922,1,N,-74.01355743408203,40.71554183959961,1,18.5,0.0,0.5,4.82,0.0,0.3,24.12
2,2016-03-10 09:36:07,2016-03-10 09:55:54,1,6.72,-73.96778869628906,40.755889892578125,1,N,-74.0139389038086,40.714668273925774,1,22.0,0.0,0.5,2.5,0.0,0.3,25.3
2,2016-03-10 09:36:07,2016-03-10 09:47:03,2,1.16,-73.97413635253906,40.75334167480469,1,N,-73.97651672363281,40.75236129760742,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3
2,2016-03-10 09:36:07,2016-03-10 09:46:30,1,1.28,-73.99712371826173,40.72365188598633,1,N,-73.99416351318358,40.732471466064446,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
2,2016-03-10 09:36:07,2016-03-10 10:02:35,1,3.53,-73.94721221923827,40.77577209472656,1,N,-73.98471069335938,40.75252151489258,1,18.5,0.0,0.5,4.0,0.0,0.3,23.3
2,2016-03-10 09:36:08,2016-03-10 10:06:10,1,2.04,-73.96170043945312,40.77950668334961,1,N,-73.98207092285155,40.756660461425774,1,18.0,0.0,0.5,3.2,0.0,0.3,22.0
2,2016-03-10 09:36:08,2016-03-10 09:47:12,2,1.32,-73.9977035522461,40.740921020507805,1,N,-73.98258209228516,40.75091171264648,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3
2,2016-03-10 09:36:08,2016-03-10 09:43:15,1,1.04,-73.9957275390625,40.73881149291992,1,N,-74.00395965576173,40.74801254272461,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,2016-03-10 09:36:09,2016-03-10 09:42:21,1,1.02,-73.96808624267578,40.76446914672852,1,N,-73.95523834228516,40.769081115722656,1,6.0,0.0,0.5,0.7,0.0,0.3,7.5
2,2016-03-10 09:36:09,2016-03-10 09:41:38,1,0.5,-73.97518157958984,40.75918960571289,1,N,-73.97725677490233,40.763870239257805,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2016-03-10 09:36:09,2016-03-10 09:48:32,6,2.19,-74.00816345214845,40.7055892944336,1,N,-74.01005554199219,40.72135925292969,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
2,2016-03-10 09:36:10,2016-03-10 09:42:02,1,0.85,-73.9690933227539,40.8008918762207,1,N,-73.96900939941406,40.791770935058594,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3
2,2016-03-10 09:36:10,2016-03-10 09:41:21,1,0.49,-73.9732666015625,40.75239944458008,1,N,-73.96862030029298,40.75788879394531,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2016-03-10 09:36:10,2016-03-10 09:46:26,6,1.45,-74.00765228271484,40.732154846191406,1,N,-74.00969696044923,40.7154541015625,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8
2,2016-03-10 09:36:10,2016-03-10 09:53:01,2,1.58,-73.97882080078125,40.77714157104492,1,N,-73.9703826904297,40.761810302734375,1,11.5,0.0,0.5,1.0,0.0,0.3,13.3
2,2016-03-10 09:36:10,2016-03-10 09:44:21,1,0.62,-73.97628784179686,40.75617599487305,1,N,-73.98514556884764,40.7608757019043,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3
2,2016-03-10 09:36:11,2016-03-10 09:59:17,2,2.22,-73.98490142822266,40.73556900024414,1,N,-73.98612213134764,40.755401611328125,1,15.5,0.0,0.5,3.26,0.0,0.3,19.56
2,2016-03-10 09:36:11,2016-03-10 09:56:45,1,2.8,-73.97747039794923,40.753223419189446,1,N,-73.99983978271484,40.72815704345703,1,15.0,0.0,0.5,0.0,0.0,0.3,15.8
2,2016-03-10 09:36:12,2016-03-10 09:43:48,1,0.65,-73.9871826171875,40.73323059082031,1,N,-73.99495697021484,40.72963333129882,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,2016-03-10 09:36:13,2016-03-10 10:31:29,1,23.79,-73.98846435546875,40.75909805297852,5,N,-73.95381927490233,40.993408203125,1,115.0,0.0,0.5,25.66,12.5,0.3,153.96
2,2016-03-10 09:36:13,2016-03-10 09:50:25,3,2.24,-73.98377990722656,40.770671844482415,1,N,-74.00444030761719,40.74227142333984,1,11.0,0.0,0.5,1.0,0.0,0.3,12.8
2,2016-03-10 09:36:13,2016-03-10 09:54:20,1,3.91,-73.98002624511719,40.78403091430664,1,N,-74.00743103027342,40.740966796875,1,15.0,0.0,0.5,3.16,0.0,0.3,18.96
2,2016-03-10 09:36:14,2016-03-10 09:48:17,1,1.91,-73.96347808837889,40.77171325683594,1,N,-73.98248291015625,40.760303497314446,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
2,2016-03-10 09:36:14,2016-03-10 09:50:45,3,1.76,-73.99973297119139,40.76129913330078,1,N,-73.97379302978516,40.75725173950195,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
2,2016-03-10 09:36:14,2016-03-10 09:46:49,1,2.08,-73.95000457763672,40.77190017700195,1,N,-73.9709701538086,40.75872039794922,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
2,2016-03-10 09:36:14,2016-03-10 09:59:02,1,3.6,-73.95256805419923,40.768360137939446,1,N,-73.9708480834961,40.74533081054688,1,17.5,0.0,0.5,3.66,0.0,0.3,21.96
2,2016-03-10 09:36:15,2016-03-10 10:27:12,2,17.06,-73.7887191772461,40.647090911865234,2,N,-73.97772979736328,40.75607299804688,1,52.0,0.0,0.5,11.67,5.54,0.3,70.01
2,2016-03-10 09:36:15,2016-03-10 09:39:41,1,0.81,-73.98533630371094,40.768379211425774,1,N,-73.98487854003906,40.75962829589844,1,5.0,0.0,0.5,1.45,0.0,0.3,7.25
2,2016-03-10 09:36:16,2016-03-10 09:45:38,1,1.43,-74.01680755615233,40.70647048950195,1,N,-74.0064697265625,40.70645904541016,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,2016-03-10 09:36:16,2016-03-10 09:50:25,5,1.62,-73.99416351318358,40.751140594482415,1,N,-73.98735809326173,40.768569946289055,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8
2,2016-03-10 09:36:17,2016-03-10 09:45:18,1,1.43,-73.98365783691406,40.74396133422852,1,N,-73.9710464477539,40.76128387451172,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2016-03-10 09:36:17,2016-03-10 09:55:37,3,2.7,-73.97745513916014,40.74247741699219,1,N,-73.95455169677734,40.77315521240234,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76
2,2016-03-10 09:36:17,2016-03-10 09:43:56,3,1.35,-73.95453643798828,40.78683090209961,1,N,-73.97139739990233,40.78701019287109,1,7.0,0.0,0.5,1.95,0.0,0.3,9.75
2,2016-03-10 09:36:18,2016-03-10 09:59:01,1,5.44,-73.97228240966798,40.75539016723633,1,N,-74.00939178466798,40.70991897583008,1,21.0,0.0,0.5,4.36,0.0,0.3,26.16
2,2016-03-10 09:36:18,2016-03-10 09:57:50,2,1.65,-73.96308898925781,40.774898529052734,1,N,-73.979248046875,40.75642013549805,2,13.5,0.0,0.5,0.0,0.0,0.3,14.3
2,2016-03-10 09:36:18,2016-03-10 10:08:46,5,3.12,-74.00176239013672,40.71501159667969,1,N,-73.98558807373048,40.75279998779297,1,20.5,0.0,0.5,4.26,0.0,0.3,25.56
2,2016-03-10 09:36:19,2016-03-10 10:00:31,1,2.21,-73.9794692993164,40.73551940917969,1,N,-73.97164916992188,40.76047134399414,1,15.5,0.0,0.5,3.26,0.0,0.3,19.56
2,2016-03-10 09:36:19,2016-03-10 09:40:27,1,0.72,-73.96488952636719,40.755638122558594,1,N,-73.95850372314453,40.764461517333984,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2016-03-10 09:36:20,2016-03-10 10:22:06,2,3.98,-73.94489288330078,40.77922821044922,1,N,-73.97985076904298,40.74974822998047,2,25.0,0.0,0.5,0.0,0.0,0.3,25.8
2,2016-03-10 09:36:20,2016-03-10 09:49:00,1,1.74,-73.98271942138672,40.7663688659668,1,N,-73.96154022216798,40.771427154541016,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96
2,2016-03-10 09:36:20,2016-03-10 09:59:51,1,6.39,-73.96365356445312,40.7574462890625,1,N,-74.0113525390625,40.70897674560546,1,23.5,0.0,0.5,4.86,0.0,0.3,29.16
2,2016-03-10 09:36:20,2016-03-10 09:44:41,2,2.04,-73.95008850097656,40.771751403808594,1,N,-73.96977996826173,40.758010864257805,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76
2,2016-03-10 09:36:21,2016-03-10 09:43:07,6,1.64,-74.00804138183594,40.722633361816406,1,N,-74.00945281982422,40.739845275878906,1,7.5,0.0,0.5,2.08,0.0,0.3,10.38
2,2016-03-10 09:36:21,2016-03-10 09:44:25,1,1.4,-74.00589752197266,40.74013900756836,1,N,-73.99555969238281,40.752960205078125,1,7.5,0.0,0.5,1.0,0.0,0.3,9.3
2,2016-03-10 09:36:22,2016-03-10 09:42:21,5,0.8,-73.95816802978516,40.76485061645508,1,N,-73.9569320678711,40.774799346923835,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-03-10 09:36:22,2016-03-10 09:57:58,1,1.92,-73.98541259765625,40.738380432128906,1,N,-73.996337890625,40.75590133666992,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8
2,2016-03-10 09:36:22,2016-03-10 09:50:40,1,2.24,-73.97406005859375,40.764751434326165,1,N,-73.94566345214845,40.77362823486328,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
2,2016-03-10 09:36:23,2016-03-10 09:39:57,2,0.6,-73.98703002929686,40.760379791259766,1,N,-73.98097229003906,40.7661018371582,1,4.5,0.0,0.5,1.32,0.0,0.3,6.62
2,2016-03-10 09:36:23,2016-03-10 09:43:41,5,0.61,-73.9994125366211,40.7335205078125,1,N,-73.99033355712889,40.72903823852539,1,6.0,0.0,0.5,0.5,0.0,0.3,7.3
2,2016-03-10 09:36:24,2016-03-10 10:02:55,2,9.46,-73.9854736328125,40.738330841064446,1,N,-73.87361145019531,40.774280548095696,1,31.0,0.0,0.5,7.47,5.54,0.3,44.81
2,2016-03-10 09:36:24,2016-03-10 09:50:06,4,1.61,-73.99127960205078,40.745235443115234,1,N,-73.97412109375,40.75682830810546,1,10.0,0.0,0.5,1.0,0.0,0.3,11.8
2,2016-03-10 09:36:24,2016-03-10 09:56:29,5,6.38,-73.97476959228516,40.75273132324219,1,N,-74.01365661621092,40.7135009765625,1,21.5,0.0,0.5,4.46,0.0,0.3,26.76
2,2016-03-10 09:36:24,2016-03-10 09:40:43,1,0.54,-73.98187255859375,40.73971176147461,1,N,-73.98848724365233,40.744258880615234,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
2,2016-03-10 09:36:24,2016-03-10 09:50:30,1,1.21,-73.97519683837889,40.75691986083984,1,N,-73.98665618896483,40.75027847290039,1,10.0,0.0,0.5,0.0,0.0,0.3,10.8
2,2016-03-10 09:36:25,2016-03-10 09:47:41,3,4.56,-73.97268676757811,40.74475860595703,1,N,-74.01129150390625,40.7029685974121,1,15.5,0.0,0.5,3.26,0.0,0.3,19.56
2,2016-03-10 09:36:25,2016-03-10 09:57:45,2,3.15,-73.9695053100586,40.750953674316406,1,N,-74.00758361816406,40.741947174072266,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8
2,2016-03-10 09:36:25,2016-03-10 09:57:38,1,2.51,-74.00615692138672,40.71697998046875,1,N,-73.99224853515625,40.749298095703125,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8
2,2016-03-10 09:36:25,2016-03-10 09:42:01,1,0.86,-73.95113372802734,40.78266525268555,1,N,-73.95364379882812,40.790775299072266,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-03-10 09:36:27,2016-03-10 09:45:40,1,0.81,-73.97689056396483,40.75611877441406,1,N,-73.98050689697266,40.764198303222656,1,7.0,0.0,0.5,2.34,0.0,0.3,10.14
2,2016-03-10 09:36:27,2016-03-10 09:50:57,1,2.11,-73.98148345947266,40.73497009277344,1,N,-74.006591796875,40.751251220703125,1,11.0,0.0,0.5,2.0,0.0,0.3,13.8
2,2016-03-10 09:36:28,2016-03-10 10:03:10,1,4.94,-73.97227478027344,40.753509521484375,1,N,-73.96322631835938,40.80859756469727,1,20.5,0.0,0.5,5.32,0.0,0.3,26.62
2,2016-03-10 09:36:28,2016-03-10 09:59:20,1,3.39,-74.00742340087889,40.72679901123047,1,N,-73.9748306274414,40.7635612487793,1,16.0,0.0,0.5,3.36,0.0,0.3,20.16
2,2016-03-10 09:36:28,2016-03-10 09:39:58,1,0.43,-73.98152923583984,40.780391693115234,1,N,-73.97691345214844,40.77640914916992,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36
2,2016-03-10 09:36:28,2016-03-10 09:50:40,1,2.79,-73.95528411865233,40.77703094482422,1,N,-73.98087310791014,40.764205932617195,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36
2,2016-03-10 09:36:29,2016-03-10 09:58:20,1,3.76,-73.9984130859375,40.746070861816406,1,N,-73.98429107666014,40.716358184814446,1,17.0,0.0,0.5,5.34,0.0,0.3,23.14
2,2016-03-10 09:36:29,2016-03-10 09:51:08,1,2.16,-73.97724151611328,40.71404266357422,1,N,-73.989501953125,40.73420333862305,1,11.0,0.0,0.5,3.5,0.0,0.3,15.3
2,2016-03-10 09:36:29,2016-03-10 09:51:52,1,3.97,-73.9456329345703,40.77853012084961,1,N,-73.98200988769531,40.74028778076172,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8
2,2016-03-10 09:36:29,2016-03-10 09:39:48,1,0.52,-73.98146820068358,40.737129211425774,1,N,-73.98851013183594,40.7364616394043,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76
2,2016-03-10 09:36:29,2016-03-10 09:45:48,1,1.55,-73.97940826416014,40.77652359008789,1,N,-73.96150970458984,40.78038024902344,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16
2,2016-03-10 09:36:30,2016-03-10 09:44:29,1,0.58,-73.98209381103516,40.74895858764648,1,N,-73.97658538818358,40.75606155395508,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
2,2016-03-10 09:36:31,2016-03-10 09:47:52,1,3.78,-73.87480926513672,40.7740592956543,1,N,-73.90550231933594,40.742279052734375,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56
2,2016-03-10 09:36:32,2016-03-10 09:38:48,2,0.35,-73.97846221923827,40.75041580200195,1,N,-73.98164367675781,40.74628448486328,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3
2,2016-03-10 09:36:32,2016-03-10 09:40:41,1,0.73,-73.97085571289062,40.7882194519043,1,N,-73.97979736328125,40.78425979614258,1,5.0,0.0,0.5,1.16,0.0,0.3,6.96
2,2016-03-10 09:36:33,2016-03-10 09:56:06,1,1.17,-74.00553894042967,40.75066757202149,1,N,-73.98987579345702,40.75201034545898,2,12.5,0.0,0.5,0.0,0.0,0.3,13.3
2,2016-03-10 09:36:34,2016-03-10 09:41:50,1,0.57,-73.97553253173827,40.755325317382805,1,N,-73.96861267089844,40.7603874206543,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56
2,2016-03-10 09:36:34,2016-03-10 09:54:42,1,1.67,-73.97261810302734,40.754512786865234,1,N,-73.99087524414062,40.75071334838867,1,12.0,0.0,0.5,3.2,0.0,0.3,16.0
2,2016-03-10 09:36:34,2016-03-10 09:59:06,1,1.81,-73.9654769897461,40.778133392333984,1,N,-73.97891235351561,40.75554656982422,1,14.5,0.0,0.5,3.06,0.0,0.3,18.36
2,2016-03-10 09:36:35,2016-03-10 09:54:08,1,0.98,-73.99483489990233,40.7603645324707,1,N,-73.9793930053711,40.75436019897461,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
2,2016-03-10 09:36:35,2016-03-10 09:46:25,5,1.9,-73.99365234375,40.74162292480469,1,N,-73.97218322753906,40.753997802734375,1,9.0,0.0,0.5,2.0,0.0,0.3,11.8
2,2016-03-10 09:36:35,2016-03-10 09:55:56,1,3.15,-73.94345092773438,40.77642059326172,1,N,-73.96589660644531,40.80507659912109,1,15.0,0.0,0.5,1.6,0.0,0.3,17.4
2,2016-03-10 09:36:36,2016-03-10 09:49:29,1,2.36,-73.97105407714845,40.763710021972656,1,N,-73.94548797607422,40.78268051147461,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
2,2016-03-10 09:36:36,2016-03-10 09:51:15,1,1.73,-73.99496459960938,40.73138046264648,1,N,-73.98394012451173,40.74372863769531,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
2,2016-03-10 09:36:37,2016-03-10 10:05:14,1,3.99,-73.99620819091797,40.740360260009766,1,N,-73.95381164550781,40.76668167114258,1,19.5,0.0,0.5,5.08,0.0,0.3,25.38
2,2016-03-10 09:36:37,2016-03-10 09:49:29,1,1.28,-73.98001098632812,40.73479843139648,1,N,-73.98013305664062,40.74861907958984,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36
2,2016-03-10 09:36:37,2016-03-10 09:46:40,1,1.04,-73.99288177490233,40.733936309814446,1,N,-74.00547790527344,40.74197769165039,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
2,2016-03-10 09:36:39,2016-03-10 09:54:11,1,2.48,-73.98108673095702,40.78446960449219,1,N,-73.95443725585938,40.7652473449707,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8
2,2016-03-10 09:36:41,2016-03-10 10:21:11,1,12.45,-73.87460327148438,40.77406311035156,1,N,-73.98780822753906,40.75391387939453,1,44.0,0.0,0.5,10.07,5.54,0.3,60.41
2,2016-03-10 09:36:41,2016-03-10 09:46:07,1,0.87,-73.99504089355469,40.739791870117195,1,N,-73.98710632324217,40.75101089477539,1,7.5,0.0,0.5,1.66,0.0,0.3,9.96
2,2016-03-10 09:36:42,2016-03-10 09:40:19,2,1.15,-73.97180938720702,40.791988372802734,1,N,-73.96118927001953,40.80680084228516,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
2,2016-03-10 09:36:42,2016-03-10 09:51:56,1,1.86,-73.99289703369139,40.763050079345696,1,N,-73.97103881835938,40.766998291015625,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16
2,2016-03-10 09:36:42,2016-03-10 09:40:47,1,0.93,-73.99037170410156,40.75092697143555,1,N,-73.99322509765625,40.74072647094727,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8
2,2016-03-10 09:36:43,2016-03-10 10:12:11,1,10.2,-73.99342346191406,40.75637435913086,1,N,-73.86174774169923,40.7673454284668,1,35.5,0.0,0.5,0.0,5.54,0.3,41.84
2,2016-03-10 09:36:43,2016-03-10 09:47:29,3,2.59,-73.95523834228516,40.77946853637695,1,N,-73.96250915527342,40.80474853515625,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56
2,2016-03-10 09:36:43,2016-03-10 09:41:54,6,0.74,-74.00580596923827,40.75098419189453,1,N,-73.99522399902342,40.749675750732415,1,5.5,0.0,0.5,1.58,0.0,0.3,7.88
2,2016-03-10 09:36:43,2016-03-10 09:47:02,1,1.18,-73.99407196044923,40.75123977661133,1,N,-73.99520874023438,40.763710021972656,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56
2,2016-03-10 09:36:43,2016-03-10 09:43:18,1,1.41,-73.9976806640625,40.76095962524414,1,N,-73.99462127685547,40.75054168701172,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36
2,2016-03-10 09:36:44,2016-03-10 09:47:09,5,2.03,-73.97927856445312,40.7469482421875,1,N,-73.997802734375,40.72389602661133,1,9.0,0.0,0.5,2.45,0.0,0.3,12.25
2,2016-03-10 09:36:44,2016-03-10 09:46:00,1,1.08,-73.98040008544923,40.76462173461913,1,N,-73.99079132080078,40.750633239746094,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3
2,2016-03-10 09:36:44,2016-03-10 09:57:08,1,6.62,-73.97078704833984,40.75722885131836,1,N,-74.01361083984375,40.71364974975586,1,22.5,0.0,0.5,4.66,0.0,0.3,27.96
2,2016-03-10 09:36:44,2016-03-10 09:43:04,2,0.93,-73.97064208984375,40.75168991088867,1,N,-73.9793472290039,40.739990234375,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5
2,2016-03-10 09:36:44,2016-03-10 10:06:58,4,3.88,-73.96998596191406,40.790542602539055,1,N,-73.98379516601561,40.746726989746094,1,20.5,0.0,0.5,4.26,0.0,0.3,25.56
